frame,video_name,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
53,19_rg_4.mp4,0.31675255,0.329436,0.67293304,0.41633528,0.12797964,0.0,0.19806974,0.50734514,1.0,0.2616282,0.63072693,0.090085335,0.43415907,1.0,0.48541757,0.26285812,0.80328983,0.32624745,0.46171013,0.09089442
54,19_rg_4.mp4,0.20005196,0.14409159,0.51853,0.40396386,0.112395614,1.0,0.20519866,0.051072557,1.0,0.3012759,0.6359877,0.21910357,0.45236415,1.0,0.37123853,0.22690168,0.4843979,0.22832857,0.55714905,0.06141688
55,19_rg_4.mp4,0.27127844,0.27971897,0.507328,0.38476628,0.14176986,1.0,0.24517971,0.2971309,1.0,0.22439823,0.7001776,0.046403818,0.45986503,1.0,0.43708748,0.22656485,0.23905177,0.6450118,0.4232533,0.10271507
56,19_rg_4.mp4,0.28981644,0.292327,0.5506573,0.37823093,0.1418578,1.0,0.27531293,0.11966223,0.0,0.20775227,0.7884531,0.05414537,0.48092526,1.0,0.45042175,0.25175858,0.12600239,0.6970509,0.42870605,0.11893423
57,19_rg_4.mp4,0.25226644,0.1812273,0.59325385,0.38229996,0.12779881,0.0,0.19440062,0.011526601,1.0,0.2186415,0.7562889,0.14218032,0.48757127,1.0,0.5338137,0.22954775,0.36363113,0.5066605,0.33124104,0.11057592
58,19_rg_4.mp4,0.27710328,0.43278486,0.67206305,0.43550542,0.1117912,1.0,0.18669993,0.015194728,1.0,0.28697902,0.6018898,0.0992408,0.41461694,1.0,0.4280905,0.22396016,0.54949796,0.124691285,0.3912248,0.048994493
59,19_rg_4.mp4,0.33987653,0.33195087,0.5494354,0.62762684,0.081951745,1.0,0.155974,0.0020862075,0.0,0.14992715,0.7043674,0.031636875,0.4261617,1.0,0.28818947,0.27743667,0.3844256,0.33450192,0.48959184,0.0662671
60,19_rg_4.mp4,0.3559984,0.2809509,0.6705293,0.49330428,0.09540616,0.0,0.15983535,0.002960082,1.0,0.08375217,0.6933197,0.042205807,0.51314795,1.0,0.44005615,0.54480606,0.24272424,0.12598306,0.35014814,0.055153586
61,19_rg_4.mp4,0.38393185,0.34197855,0.61832374,0.51342887,0.10495109,0.0,0.14502245,0.0013126888,0.0,0.09414636,0.7354581,0.029884571,0.48823753,1.0,0.42345953,0.3016233,0.11837594,0.17716616,0.48644584,0.047749747
62,19_rg_4.mp4,0.36356565,0.28792682,0.74986154,0.5037148,0.10761005,0.0,0.15545999,0.056399677,0.0,0.07529066,0.86217254,0.09695769,0.47311345,1.0,0.51337546,0.26635733,0.38079488,0.6566439,0.39477015,0.051493827
63,19_rg_4.mp4,0.3846337,0.5548714,0.7636572,0.6307949,0.11967892,1.0,0.1549968,0.04737363,0.0,0.1716144,0.60386276,0.05996058,0.50704664,1.0,0.34462008,0.2107194,0.093347706,0.44355384,0.5088275,0.07124856
64,19_rg_4.mp4,0.4222069,0.37066445,0.8105287,0.6332244,0.12852539,1.0,0.15292151,0.008382986,1.0,0.20836627,0.58723474,0.080184445,0.5117539,1.0,0.36467123,0.25599462,0.15389548,0.3211294,0.67169577,0.06620483
65,19_rg_4.mp4,0.39015803,0.26039284,0.66206497,0.48145324,0.11203072,0.0,0.13253036,0.00071615324,0.0,0.058243595,0.71379817,0.038542047,0.48972163,1.0,0.51148564,0.25286153,0.19537207,0.3759387,0.65532875,0.0676171
66,19_rg_4.mp4,0.40592718,0.23754863,0.59092456,0.48145324,0.11085317,0.0,0.14429823,0.0008729866,0.0,0.06008008,0.70475316,0.062273804,0.48087242,1.0,0.46812135,0.27235997,0.18594266,0.39151916,0.5969361,0.056109212
67,19_rg_4.mp4,0.37291393,0.46189195,0.53807914,0.49962786,0.10243272,0.0,0.13276668,0.004679119,1.0,0.06311124,0.6773473,0.07846344,0.4634221,1.0,0.37007335,0.4883846,0.0077770664,0.2982538,0.46339935,0.07658815
68,19_rg_4.mp4,0.4399924,0.47794464,0.66624737,0.58253753,0.10477722,0.0,0.14092056,0.0033221783,1.0,0.12563466,0.68013006,0.12690629,0.4739498,1.0,0.41456065,0.2730896,0.041671474,0.33391556,0.44706482,0.057757184
69,19_rg_4.mp4,0.44436505,0.38958716,0.8128402,0.52146184,0.13275594,0.0,0.14555532,0.016741658,1.0,0.16936229,0.7193738,0.024267657,0.4980177,1.0,0.43080413,0.26253617,0.015005759,0.32557887,0.3840508,0.060839128
70,19_rg_4.mp4,0.3663661,0.37837657,0.558353,0.5128867,0.09349324,0.0,0.14754686,0.00055214594,0.0,0.06869397,0.74392277,0.033231243,0.47188994,1.0,0.29642588,0.26686046,0.06815749,0.4182599,0.38807303,0.07183925
71,19_rg_4.mp4,0.3794844,0.37011006,0.5592814,0.5128867,0.09665168,0.0,0.15593569,0.00070383225,0.0,0.058940195,0.7314495,0.0665902,0.48088732,1.0,0.31213132,0.22547495,0.043233305,0.4763207,0.44206607,0.07766151
72,19_rg_4.mp4,0.37276167,0.36263666,0.6059165,0.5128867,0.09712959,0.0,0.15530618,0.00060446013,0.0,0.05724964,0.7058378,0.056296,0.47685978,1.0,0.34094006,0.24830756,0.030205995,0.4872924,0.4362297,0.086824834
0,16_rg_3.mp4,0.21742706,0.12103575,0.29979572,0.3718702,0.03849022,0.0,0.092752084,0.0027129836,1.0,0.022847207,0.61290264,0.08136654,0.29473522,0.0,0.68218935,0.5824154,0.20221387,0.30844533,0.39554375,0.03042094
1,16_rg_3.mp4,0.20496227,0.16655381,0.3817935,0.37605852,0.041820414,0.0,0.0927322,0.00020927482,1.0,0.020992225,0.54548335,0.06724759,0.3463766,0.0,0.7800074,0.680126,0.18221657,0.34521964,0.48130572,0.024604537
2,16_rg_3.mp4,0.25549105,0.14201029,0.29786435,0.37454093,0.03849022,0.0,0.10224282,0.0028750733,0.0,0.020380022,0.58530045,0.06344856,0.32608813,0.0,0.71113753,0.62383264,0.45018274,0.40811437,0.29404253,0.023310829
3,16_rg_3.mp4,0.26285735,0.13715968,0.21371453,0.36665973,0.041008748,0.0,0.09780332,0.0030927043,1.0,0.02231046,0.49326932,0.08835835,0.33196485,0.0,0.6870078,0.6005128,0.12622592,0.27042833,0.29292762,0.02363361
4,16_rg_3.mp4,0.18673295,0.10190756,0.25921533,0.362239,0.04214624,0.0,0.09090827,0.0010473017,1.0,0.019847205,0.53143597,0.07697349,0.26863387,0.0,0.607919,0.6346161,0.16765918,0.32939613,0.20294994,0.027630342
5,16_rg_3.mp4,0.23848392,0.12346158,0.48206335,0.34927914,0.041236296,0.0,0.107670814,0.0006195059,1.0,0.016257925,0.35475203,0.053297367,0.33486897,0.0,0.53824526,0.4959749,0.10965004,0.3944726,0.1528272,0.04966276
6,16_rg_3.mp4,0.25563613,0.18772116,0.62461805,0.23239954,0.049483426,0.0,0.19783421,0.0029357597,1.0,0.01181881,0.2899073,0.13006267,0.3218852,0.0,0.5045055,0.44306594,0.9753548,0.5655501,0.09543946,0.8388901
7,16_rg_3.mp4,0.40017954,0.25885376,0.73068213,0.2179893,0.048778508,0.0,0.2426656,0.02228186,0.0,0.01458558,0.36800295,0.3066038,0.3265986,0.0,0.5690716,0.39759126,0.9981141,0.53689593,0.1876334,0.8942567
8,16_rg_3.mp4,0.27802607,0.14311406,0.60227406,0.21654508,0.07276622,0.0,0.18183242,0.010008798,1.0,0.024682814,0.25329155,0.42672068,0.3232189,1.0,0.33793175,0.20957382,0.98455596,0.8060765,0.20567872,0.72386664
9,16_rg_3.mp4,0.2385769,0.085962005,0.6569524,0.21773112,0.07236338,1.0,0.21529235,0.009161001,1.0,0.029632637,0.41200048,0.11700564,0.37719366,1.0,0.5893568,0.37313083,0.9972568,0.8699394,0.15967554,0.72885036
10,16_rg_3.mp4,0.22706434,0.16034864,0.34585306,0.2671867,0.053406425,0.0,0.109249406,0.006749013,0.0,0.024659878,0.3114605,0.328133,0.29699868,1.0,0.5908015,0.23535092,0.99900514,0.50393593,0.13109568,0.18772005
11,16_rg_3.mp4,0.23224522,0.16615202,0.55021083,0.36087283,0.04387006,0.0,0.10476286,0.00028223876,1.0,0.029449813,0.33530343,0.24821146,0.3362215,0.0,0.5576758,0.47628912,0.99088633,0.45709163,0.2059665,0.052516323
12,16_rg_3.mp4,0.22359508,0.181104,0.4502768,0.35729343,0.048561703,1.0,0.1009147,0.011044965,1.0,0.04191367,0.36964107,0.11790963,0.294155,0.0,0.6878397,0.47375274,0.80285156,0.42912564,0.28161457,0.033784915
13,16_rg_3.mp4,0.26330572,0.16697946,0.3166643,0.36040986,0.04087554,1.0,0.11191986,0.00019899463,0.0,0.0223301,0.35200065,0.25075454,0.2931143,0.0,0.7064178,0.58140415,0.46001473,0.39954317,0.2528144,0.038010012
14,16_rg_3.mp4,0.19830653,0.1806522,0.3051142,0.35293686,0.042598713,1.0,0.1082289,6.315249e-05,1.0,0.03140129,0.36312428,0.07947553,0.28187305,0.0,0.6554943,0.50366354,0.7166215,0.40289563,0.38995132,0.040710602
15,16_rg_3.mp4,0.2911086,0.18491352,0.56034297,0.3335325,0.04202605,0.0,0.11045874,0.00047957257,0.0,0.02313412,0.3747458,0.07508002,0.28603807,0.0,0.6267983,0.39239082,0.742381,0.37342402,0.15902327,0.03686139
16,16_rg_3.mp4,0.21925525,0.15291548,0.6717163,0.25633073,0.05055747,0.0,0.12143349,0.00032523889,1.0,0.029204447,0.3237962,0.14061192,0.28963262,1.0,0.6412987,0.2620075,0.99420667,0.54936504,0.17189479,0.25392833
17,16_rg_3.mp4,0.30179548,0.13744988,0.6711599,0.27322966,0.09591584,0.0,0.16642633,0.03265646,0.0,0.021228237,0.31100067,0.14828452,0.3084838,0.0,0.50222826,0.27477896,0.99728346,0.73310924,0.18758795,0.26510614
18,16_rg_3.mp4,0.26439935,0.15616035,0.5663725,0.3520244,0.087005965,0.0,0.127418,0.0036583045,1.0,0.037280377,0.4962543,0.17073765,0.27156395,1.0,0.72832054,0.37079218,0.98513687,0.42146713,0.5332792,0.06754966
19,16_rg_3.mp4,0.26563278,0.10357072,0.3236602,0.23689224,0.094936654,0.0,0.1938209,0.001038211,0.0,0.02364312,0.44820035,0.11822211,0.25484353,0.0,0.5669718,0.34997138,0.98763174,0.23411813,0.14517158,0.12291586
20,16_rg_3.mp4,0.26664272,0.09953722,0.47047845,0.243497,0.0852441,0.0,0.16665384,0.001315116,0.0,0.024375407,0.72894055,0.18218143,0.34310925,0.0,0.6441444,0.50865173,0.98995495,0.24906328,0.20382948,0.14574175
21,16_rg_3.mp4,0.24116921,0.09699876,0.55798817,0.24265167,0.08071571,0.0,0.19680698,0.004604016,0.0,0.033635966,0.7740379,0.12900145,0.28271386,0.0,0.7211232,0.4760635,0.78683436,0.13159025,0.29308105,0.10217314
22,16_rg_3.mp4,0.23443988,0.10813617,0.47357938,0.33621216,0.08688164,0.0,0.14451197,0.0013057969,0.0,0.019152578,0.7040513,0.10533079,0.3089877,1.0,0.6843656,0.44548675,0.994249,0.28301585,0.34387738,0.08660789
23,16_rg_3.mp4,0.26164445,0.16151491,0.5898368,0.36181235,0.07935505,0.0,0.14604825,0.0049748714,0.0,0.032921176,0.6857819,0.10338767,0.270071,0.0,0.619686,0.48660105,0.99366176,0.19083515,0.4668643,0.03346846
24,16_rg_3.mp4,0.22436486,0.20011511,0.3248385,0.3584982,0.05876792,0.0,0.13261877,0.012487182,0.0,0.021669718,0.5124679,0.11360326,0.35012943,0.0,0.63159084,0.7074067,0.9983406,0.36987883,0.40025872,0.039656498
25,16_rg_3.mp4,0.24312343,0.19257648,0.30605274,0.36635545,0.056925293,0.0,0.12648456,0.024260437,0.0,0.038148098,0.5260375,0.074393116,0.2609379,0.0,0.5926561,0.44767836,0.9888793,0.4063165,0.659593,0.029739127
26,16_rg_3.mp4,0.2819112,0.17920367,0.3587395,0.36345685,0.061113063,0.0,0.18577318,0.0017776745,0.0,0.02745229,0.31395125,0.1830126,0.25456923,0.0,0.40373683,0.27408436,0.9976877,0.5133237,0.34194115,0.032407396
27,16_rg_3.mp4,0.22448976,0.14188826,0.31929594,0.36201173,0.048047554,0.0,0.13786171,0.026578097,0.0,0.041447174,0.31411272,0.23011544,0.23747495,0.0,0.5056361,0.36096945,0.9847719,0.3862127,0.25512907,0.04058909
28,16_rg_3.mp4,0.26717594,0.19817671,0.3664338,0.48137367,0.045707546,0.0,0.1386411,0.025697382,0.0,0.03698767,0.34200442,0.22083272,0.2348278,0.0,0.41289127,0.30568004,0.9976277,0.53078735,0.3790934,0.040610787
29,16_rg_3.mp4,0.23883991,0.23311715,0.30232087,0.34426203,0.0729302,0.0,0.13233574,0.053458642,0.0,0.073640496,0.3021859,0.22225343,0.2844874,1.0,0.40091813,0.25543788,0.9984402,0.58229524,0.33034658,0.030743754
30,16_rg_3.mp4,0.31109977,0.19691458,0.3778514,0.33868328,0.06748383,0.0,0.133616,0.061359633,0.0,0.05730715,0.3369293,0.351897,0.32856348,1.0,0.5006084,0.31717947,0.9978662,0.6104613,0.49740723,0.056506325
31,16_rg_3.mp4,0.29596177,0.2094649,0.44758895,0.34662265,0.058042735,0.0,0.12778845,0.0031294299,0.0,0.037488956,0.30360755,0.3216707,0.36312288,0.0,0.53301835,0.2052105,0.9996265,0.5605651,0.2827674,0.02440664
32,16_rg_3.mp4,0.2749767,0.17057872,0.41392356,0.35193142,0.05580595,0.0,0.12320207,0.003401043,0.0,0.03112499,0.32945943,0.27650574,0.2986607,0.0,0.39672107,0.16397835,0.9996105,0.45709682,0.27683988,0.025348295
33,16_rg_3.mp4,0.2876272,0.19571035,0.33350673,0.342483,0.078176595,0.0,0.096880086,0.009173323,0.0,0.021179993,0.2512518,0.36994475,0.40937853,0.0,0.4737955,0.24141069,0.9956623,0.46067956,0.11490287,0.035966307
34,16_rg_3.mp4,0.2614583,0.20327066,0.27691993,0.33543935,0.05343412,0.0,0.10051472,0.01037682,0.0,0.016567077,0.2056863,0.28845474,0.36163417,0.0,0.51786375,0.2136464,0.9987508,0.38257757,0.08741021,0.03887652
